X,Y,G
106.0917,-7.0074,97.80
106.1083,-7.0074,107.90
106.1250,-7.0074,116.90
106.1417,-7.0074,125.30
106.1583,-7.0074,135.20
106.1750,-7.0074,147.30
106.1917,-7.0074,158.50
106.2083,-7.0074,163.60
106.2250,-7.0074,160.20
106.2417,-7.0074,151.60
106.2583,-7.0074,143.60
106.2750,-7.0074,138.20
106.2917,-7.0074,134.90
106.3083,-7.0074,131.70
106.3250,-7.0074,127.30
106.3417,-7.0074,121.60
106.3583,-7.0074,115.20
106.3750,-7.0074,109.40
106.3917,-7.0074,104.50
106.4083,-7.0074,100.40
106.4250,-7.0074,97.70
106.4417,-7.0074,98.00
106.4583,-7.0074,102.50
106.4750,-7.0074,110.60
106.4917,-7.0074,120.10
106.5083,-7.0074,129.30
106.5250,-7.0074,137.40
106.5417,-7.0074,144.20
106.5583,-7.0074,149.80
106.5750,-7.0074,154.10
106.5917,-7.0074,157.00
106.6083,-7.0074,159.00
106.6250,-7.0074,160.30
106.6417,-7.0074,161.10
106.6583,-7.0074,161.30
106.6750,-7.0074,160.80
106.6917,-7.0074,159.80
106.7083,-7.0074,158.40
106.7250,-7.0074,156.80
106.7417,-7.0074,155.40
106.7583,-7.0074,154.30
106.7750,-7.0074,153.90
106.7917,-7.0074,154.30
106.8083,-7.0074,155.50
106.8250,-7.0074,157.60
106.8417,-7.0074,160.20
106.8583,-7.0074,163.00
106.8750,-7.0074,165.80
106.8917,-7.0074,168.40
106.9083,-7.0074,170.80
106.9250,-7.0074,173.30
106.9417,-7.0074,176.20
106.9583,-7.0074,179.90
106.9750,-7.0074,184.60
106.9917,-7.0074,190.00
107.0083,-7.0074,196.00
